"recid","age","hsged","white","children","jtpa","married","male","treatment","delta","days"
310231,17,0,0,0,1,0,1,1,1,412
310232,28,1,0,1,1,0,0,1,1,487
310234,16,0,0,0,0,0,0,0,0,686
310235,23,0,0,0,1,0,0,0,1,29
310236,38,0,1,1,0,0,0,0,1,228
310237,33,0,1,1,1,1,0,1,1,13
310238,34,0,1,1,1,0,0,1,1,33
310239,34,0,1,0,0,0,1,0,0,945
310241,29,0,0,1,0,0,0,1,1,153
310244,42,0,1,1,1,0,0,1,1,23
310246,35,1,1,1,1,1,0,1,1,116
310248,19,1,1,0,0,0,1,1,1,137
310249,18,0,1,0,0,0,0,0,1,76
310250,32,0,0,0,0,0,1,1,1,35
310252,45,0,1,1,0,1,1,0,0,649
310253,30,0,0,1,0,0,0,0,1,135
310255,24,0,0,1,0,0,0,0,0,689
310257,46,1,1,1,1,1,0,0,1,83
310258,32,1,1,0,1,0,1,1,1,249
310259,35,0,1,1,1,1,1,1,1,3
310260,43,1,0,1,0,0,1,1,1,384
310263,32,0,0,1,0,0,0,0,1,104
310264,39,0,0,0,1,0,1,1,0,517
310265,20,1,0,0,0,0,0,0,1,16
310268,20,0,0,1,0,0,0,1,0,696
310269,40,1,0,1,0,1,1,0,0,575
310271,20,1,0,0,0,0,1,1,1,193
310273,21,1,0,1,0,0,0,1,1,374
310276,40,0,1,1,0,0,0,1,1,46
310278,32,0,1,0,1,0,1,1,1,337
310279,38,0,0,0,0,0,1,0,1,728
310281,22,1,1,1,0,0,0,0,1,565
310283,19,1,1,0,0,0,0,0,1,318
310284,18,0,0,0,0,0,0,0,1,468
310286,24,0,1,0,1,0,1,1,1,75
310287,29,1,1,0,0,0,0,0,0,515
310288,19,1,0,0,1,0,0,1,1,333
310290,22,0,1,0,1,1,0,1,1,23
310292,35,1,1,1,0,1,1,1,1,343
310293,17,0,0,1,1,0,0,1,1,98
310294,33,1,1,1,1,0,0,1,1,26
310295,33,1,0,1,1,1,1,1,1,86
310296,35,0,0,1,0,1,1,0,1,851
310298,35,1,1,1,1,1,0,1,1,18
310302,30,0,0,1,1,1,0,1,1,42
310304,30,1,1,1,1,0,0,1,1,147
310305,30,0,1,1,1,0,0,1,1,404
310306,22,1,0,0,0,1,0,1,1,1135
310307,19,1,0,0,1,0,0,1,1,313
310312,25,1,1,0,0,0,1,1,1,6
310313,18,1,1,0,1,1,0,1,1,70
310314,27,0,0,1,1,0,0,0,1,249
310315,25,0,1,1,1,1,1,1,1,472
310319,29,1,0,1,0,0,0,0,0,713
310320,39,0,0,0,0,0,0,1,1,278
310322,16,0,0,0,1,0,0,1,1,4
310323,40,1,1,1,1,1,0,1,1,272
310324,21,1,0,1,1,1,1,0,1,246
310325,18,1,1,1,0,0,0,0,1,14
310328,30,1,1,1,1,1,0,1,1,172
310331,19,1,1,1,1,1,0,1,1,33
310332,30,0,0,0,1,0,1,1,1,182
310333,36,1,1,1,1,1,1,1,1,302
310335,22,1,1,0,1,0,1,1,1,60
310337,21,0,0,0,1,0,0,1,1,72
310338,20,0,1,0,0,0,1,1,1,56
310341,21,1,1,0,1,1,0,0,1,241
310342,26,1,1,0,1,1,1,1,1,1
310343,28,1,1,1,0,0,0,0,1,2
310344,20,1,1,0,1,0,1,1,1,77
310346,25,0,0,1,1,0,0,1,0,531
310348,34,1,0,1,1,0,0,1,0,601
310350,31,0,1,0,0,0,0,1,0,458
310352,70,0,1,0,1,0,1,0,1,95
310353,26,1,1,1,1,0,0,1,1,21
310356,73,1,1,0,0,0,0,0,1,353
310357,34,0,0,1,0,1,0,0,1,471
310358,20,0,1,0,1,0,1,1,1,302
310359,27,1,0,1,0,0,0,1,1,226
310361,19,0,1,1,0,0,0,0,1,434
310362,29,0,1,1,1,1,1,1,1,182
310363,17,0,0,0,1,0,0,1,1,23
310364,21,0,0,0,0,0,1,1,1,11
310365,39,0,1,1,0,1,1,0,1,29
310366,24,1,0,1,0,0,0,0,1,558
310368,30,0,1,0,0,0,1,0,1,23
310373,37,0,0,1,1,1,1,1,1,2
310374,44,0,1,0,1,0,1,1,0,638
310377,26,1,1,0,1,0,0,1,1,55
310380,23,1,1,0,0,0,0,1,1,35
310382,17,0,1,0,1,0,0,1,1,39
310384,34,0,0,0,1,0,1,1,1,615
310386,33,1,1,1,1,0,0,1,0,606
310387,23,1,1,1,0,1,0,0,1,90
310388,19,1,1,0,0,0,0,1,1,19
310390,31,1,0,1,0,0,0,1,0,631
310391,18,1,1,0,1,0,0,1,1,156
310392,21,0,1,1,1,0,0,1,1,2
310393,19,0,1,0,0,0,1,0,1,499
310397,17,0,0,0,0,0,0,0,1,799
310398,18,0,0,0,1,0,0,1,1,235
310399,44,0,1,0,0,0,1,1,0,1049
310401,29,1,0,1,0,1,1,0,1,61
310404,40,1,1,1,1,0,1,1,1,61
310408,23,1,1,1,0,0,0,1,1,5
310410,17,0,0,0,0,0,0,1,1,365
310411,28,0,1,1,1,1,1,1,1,226
310412,18,1,1,0,1,0,0,1,1,218
310413,18,0,1,1,1,0,0,1,1,38
310414,26,0,0,0,1,0,1,1,1,183
310415,19,1,0,1,1,0,0,1,1,342
310416,69,1,0,0,0,0,0,0,0,557
310418,20,0,1,0,1,0,1,1,1,53
310420,49,0,0,1,1,0,0,1,0,809
310421,76,0,1,0,1,0,0,1,1,61
310424,35,0,0,0,0,0,1,1,1,12
310425,20,1,1,0,1,0,0,1,1,574
310426,27,0,1,0,1,0,0,1,1,1
310428,35,0,0,0,0,1,1,0,0,647
310430,23,0,0,1,0,0,0,1,1,25
310431,27,1,0,0,0,0,0,0,1,510
310433,24,1,0,1,1,0,0,1,1,227
310434,22,0,0,0,1,0,0,1,1,132
310438,31,0,1,1,1,1,1,1,1,11
310439,24,1,1,1,1,0,0,1,1,84
310442,25,1,0,0,1,0,0,1,1,152
310443,18,1,1,1,1,0,0,1,1,49
310447,42,1,0,0,0,0,0,1,0,445
310449,20,0,0,0,1,0,0,1,1,91
310450,28,0,0,0,1,0,1,1,1,7
310453,20,0,0,1,1,1,1,0,1,414
310454,63,0,1,0,0,0,1,0,0,1304
310455,26,0,0,0,1,0,1,1,1,10
310459,34,0,0,0,0,0,1,0,0,636
310461,21,1,1,0,1,0,0,1,1,354
310462,22,0,1,0,0,0,1,0,1,13
310463,21,1,0,0,1,0,1,1,1,437
310465,24,1,1,1,0,0,0,0,1,14
310466,45,0,0,1,0,1,0,0,0,697
310467,18,0,1,0,1,0,1,0,1,226
310468,31,0,1,0,0,0,1,0,1,363
310469,16,0,1,0,1,0,0,0,1,734
310471,19,0,1,0,0,1,0,1,1,770
310473,24,1,0,1,0,1,0,1,1,346
310475,18,0,0,1,0,0,0,0,0,476
310480,30,0,0,1,0,0,0,0,1,132
310482,56,0,1,0,0,1,0,1,1,108
310483,21,0,0,0,1,0,0,1,1,183
310485,41,1,0,1,1,0,0,1,1,83
310486,18,1,1,1,1,0,0,1,1,226
310488,30,1,1,1,0,1,1,0,1,13
310489,18,0,1,0,0,0,1,1,1,401
310490,26,1,0,1,0,1,1,1,1,5
310491,27,1,1,1,1,0,0,1,0,606
310492,48,1,1,0,1,0,0,0,1,57
310493,38,0,1,1,1,0,0,1,1,63
310494,25,0,0,0,0,0,1,1,1,77
310495,23,0,0,1,0,0,0,1,1,8
310499,21,1,0,0,1,0,0,1,1,408
310500,38,1,1,1,0,1,1,0,0,589
310501,30,0,0,1,1,0,0,1,0,660
310502,26,1,1,1,1,0,0,0,1,265
310503,17,0,0,0,0,0,0,1,1,502
310504,22,1,0,0,1,0,1,1,1,410
310506,48,0,0,1,1,0,0,1,0,649
310510,28,0,1,1,1,0,0,1,0,480
310511,39,0,0,1,0,0,1,1,1,414
310516,35,0,1,1,1,0,0,1,1,20
310518,34,1,0,0,0,0,1,0,1,507
310520,24,0,1,0,0,0,1,1,0,715
310522,20,1,1,0,0,0,1,1,1,202
310526,36,1,1,0,1,0,0,1,1,56
310527,45,1,0,1,1,0,0,1,1,81
310528,20,1,1,0,1,0,1,1,1,6
310529,25,0,1,0,1,0,0,1,1,46
310532,60,0,0,0,1,1,0,1,1,27
310538,18,1,0,0,1,0,1,1,1,491
310539,41,0,1,0,0,0,1,0,0,398
310541,27,0,0,0,1,0,1,1,1,21
310542,28,0,0,1,1,0,0,1,1,383
310543,29,0,0,0,0,0,1,1,1,835
310545,18,0,0,0,0,0,1,0,1,154
310547,18,0,0,1,1,0,0,1,0,1168
310553,19,1,0,1,0,0,1,0,1,293
310555,33,0,0,1,1,1,0,1,1,565
310556,37,0,1,0,0,0,0,0,1,414
310558,30,1,1,1,1,0,0,1,1,238
310560,30,1,1,1,1,0,0,1,1,65
310561,39,0,1,0,0,0,1,1,1,8
310563,26,0,0,1,1,0,0,1,1,4
310565,27,1,1,1,1,0,0,1,1,105
310566,36,1,1,0,0,0,1,1,1,395
310567,20,1,1,0,0,0,1,1,1,339
310569,30,1,0,0,1,0,0,0,1,12
310571,24,0,1,1,0,0,0,1,1,33
310572,20,1,0,1,1,0,0,1,0,721
310574,33,0,1,1,0,0,0,1,1,934
310578,20,1,1,0,0,0,1,1,1,84
310579,19,1,0,0,0,0,1,0,1,198
310581,28,0,1,1,0,0,0,0,1,77
310582,31,1,0,0,0,1,1,1,1,135
310584,28,1,0,1,0,0,0,1,1,26
310585,31,0,0,0,0,0,0,0,1,38
310586,20,0,1,1,1,0,0,1,1,27
310588,24,0,1,0,0,0,1,1,1,347
310591,17,0,0,1,1,0,0,1,1,421
310593,33,0,0,1,0,0,0,1,0,558
310595,29,1,1,1,1,1,1,1,1,4
310596,20,1,1,0,0,0,1,0,1,118
310597,28,1,1,0,0,0,1,0,1,5
310598,26,1,1,1,1,0,0,1,1,104
310599,18,1,0,1,1,0,0,1,1,509
310602,28,1,1,0,1,0,0,1,1,257
310603,22,0,1,0,1,0,1,1,1,167
310604,21,0,0,1,0,1,0,0,0,1091
310605,31,0,1,1,1,0,0,1,1,312
310606,25,1,0,0,1,0,1,0,0,673
310607,19,0,1,0,0,0,1,0,1,22
310608,21,1,1,1,1,0,0,1,1,83
310609,48,1,1,1,1,1,1,1,1,85
310611,25,0,1,0,1,0,0,1,1,348
310614,23,1,1,0,1,0,1,1,0,733
310616,30,1,0,1,0,0,0,0,0,571
310617,23,0,0,0,1,0,1,1,1,562
310621,38,0,1,1,1,1,0,1,1,333
310622,27,0,1,1,1,1,1,1,1,25
310623,35,1,1,0,0,0,1,1,1,149
310624,23,0,1,0,0,1,1,1,1,4
310627,30,1,1,1,0,0,0,1,1,5
310628,27,1,0,1,1,0,0,1,0,443
310630,39,1,1,1,0,0,0,1,0,856
310631,26,1,1,0,1,0,1,1,1,114
310633,51,0,1,0,1,0,0,1,1,22
310634,35,0,0,1,1,1,1,1,1,216
310636,30,1,0,1,1,0,0,0,1,147
310639,35,0,1,0,1,0,0,1,0,616
310641,32,1,1,0,1,0,0,1,1,517
310642,33,0,1,1,1,1,1,1,1,287
310643,42,0,1,1,1,1,1,1,1,79
310644,24,1,1,0,1,0,1,1,1,1
310646,24,1,1,1,1,0,0,1,0,605
310649,29,1,1,0,0,0,0,0,1,685
310650,40,0,1,0,1,0,0,1,1,316
310654,19,0,1,0,0,0,1,0,1,155
310655,18,0,1,0,1,0,1,1,0,520
310656,24,1,1,1,1,1,0,1,1,272
310658,22,1,1,0,1,0,0,0,1,555
310659,18,1,1,0,1,0,0,1,1,71
310661,26,0,0,1,0,0,0,0,0,599
310662,37,1,0,1,0,0,0,1,1,464
310663,24,0,1,1,0,1,0,0,1,281
310664,35,0,1,0,0,0,1,1,1,4
310666,21,0,1,1,0,1,1,1,1,61
310667,29,0,1,1,1,0,0,1,1,8
310668,36,1,1,1,0,1,0,0,1,65
310670,17,0,0,0,1,0,1,1,1,310
310671,17,0,0,0,1,0,1,1,1,13
310673,36,1,1,1,1,0,0,1,1,208
310674,18,1,0,0,0,0,1,1,0,1104
310675,18,0,0,0,1,0,1,1,1,100
310677,32,1,1,1,1,1,0,1,1,147
310680,19,1,0,1,1,0,0,1,1,145
310681,18,1,1,0,1,0,1,1,1,10
310682,27,1,0,1,0,1,1,1,1,149
310684,24,1,1,0,0,0,1,0,1,485
310685,23,1,1,1,1,0,0,1,1,164
310687,40,0,0,0,1,0,1,1,1,284
310688,43,0,1,0,1,0,0,1,1,191
310689,24,1,0,0,1,0,1,1,1,34
310690,74,1,1,0,0,1,1,1,0,522
310691,23,1,0,0,1,0,1,1,1,27
310692,28,0,1,1,1,0,1,0,1,51
310694,26,0,1,0,0,0,0,1,1,196
310695,29,1,0,1,1,0,0,1,1,249
310696,42,1,0,0,1,0,1,1,1,403
310697,20,0,0,0,0,0,0,1,1,245
310700,35,1,0,1,1,0,0,1,0,574
310701,41,1,0,1,1,0,0,1,0,698
310703,35,1,0,0,1,0,0,1,1,297
310706,43,1,1,0,1,0,0,1,1,39
310709,29,1,1,0,0,0,1,0,0,668
310712,19,0,1,1,0,0,0,0,1,114
310713,47,1,1,1,0,0,1,1,1,847
310715,39,1,1,1,1,0,0,1,0,703
310716,25,0,1,0,1,0,1,1,1,41
310717,60,1,0,0,1,1,1,1,1,363
310718,31,0,0,0,0,0,1,0,1,543
310722,25,0,0,0,1,0,1,1,1,25
310727,20,1,0,0,1,0,1,0,1,107
310731,30,1,0,1,1,0,0,1,1,27
310732,17,0,1,0,0,0,0,0,0,975
310733,24,1,1,1,0,0,0,0,0,682
310735,21,0,1,1,0,0,0,1,1,34
310736,35,1,1,0,1,0,0,1,1,4
310738,18,0,1,1,0,0,0,0,1,66
310740,39,0,1,1,1,0,0,1,0,670
310741,34,1,0,1,0,0,0,0,0,1018
310744,28,0,1,0,1,0,1,1,1,11
310747,44,0,0,1,1,0,0,1,0,596
310749,20,1,1,0,1,0,1,1,1,277
310753,17,1,1,0,1,0,1,1,1,201
310755,33,1,1,1,1,0,1,1,1,10
310756,26,1,0,0,0,0,0,0,1,68
310757,17,0,0,0,1,0,1,1,1,86
310758,51,1,1,0,1,0,0,1,1,197
310759,31,1,1,1,1,1,1,1,1,134
310761,19,1,1,0,0,0,0,0,1,332
310763,48,0,1,1,1,1,1,1,1,286
310764,33,0,1,1,1,0,0,1,0,620
310765,42,1,1,1,0,0,0,0,0,383
310766,24,1,1,1,1,1,1,1,1,208
310767,19,0,1,0,0,0,1,0,1,33
310768,25,0,1,0,1,0,1,1,0,593
310769,19,0,0,1,1,0,0,1,0,566
310770,21,0,1,1,0,0,0,1,1,2
310772,33,0,0,1,0,1,1,1,1,69
310773,19,0,1,0,1,0,1,1,1,137
310776,24,0,0,1,1,0,0,1,1,430
310777,23,1,0,0,1,0,1,1,1,293
310778,28,1,1,1,1,0,0,1,1,657
310781,41,1,1,0,1,0,0,1,1,299
310783,65,0,1,0,1,1,1,1,1,20
310784,19,1,0,0,0,0,1,0,1,427
310785,39,1,1,0,0,0,1,0,1,588
310786,33,1,0,1,0,0,0,1,1,34
310789,43,1,1,1,1,0,0,1,1,373
310790,51,1,1,1,1,0,0,1,0,697
310791,29,0,1,1,1,0,0,1,0,610
310793,36,1,1,0,0,0,1,0,1,242
310794,20,0,0,1,1,0,0,1,1,208
310795,28,1,0,1,1,0,0,1,1,248
310797,27,0,0,0,1,0,0,1,0,565
310800,16,0,0,0,0,0,0,0,1,195
310809,26,0,0,0,1,0,1,1,1,491
310813,22,0,0,1,1,0,0,1,1,58
310816,43,0,1,0,1,0,0,1,0,583
310817,21,0,1,1,1,1,1,1,1,188
310818,29,0,1,0,0,0,1,0,1,156
310819,28,1,0,0,1,0,1,1,1,647
310820,21,1,0,0,0,0,1,0,0,740
310823,20,0,0,1,0,1,1,1,1,226
310826,17,0,0,0,1,0,1,1,1,79
310828,28,1,1,1,1,1,0,1,0,944
310830,26,1,0,0,0,0,1,0,1,138
310833,40,0,1,1,1,0,0,1,0,370
310835,21,1,1,1,0,0,0,1,0,971
310837,28,1,1,0,0,0,1,0,1,24
310839,21,1,1,0,0,0,1,0,1,224
310840,24,0,0,0,0,0,0,0,1,175
310844,25,1,1,0,0,0,1,0,1,109
310846,50,0,1,1,1,1,1,1,1,29
310847,28,0,0,1,1,1,0,1,1,192
310850,21,0,1,1,0,0,0,0,1,315
310851,44,1,1,0,1,0,0,1,0,755
310852,53,0,1,1,1,0,1,1,1,483
310856,23,0,0,0,0,0,0,0,1,13
310858,35,0,0,0,1,0,0,1,0,561
310859,23,0,1,0,0,0,0,1,1,25
310860,36,0,0,1,1,0,0,1,1,198
310861,27,1,0,1,0,0,1,1,1,318
310862,38,0,1,1,0,0,0,0,1,305
310863,20,1,0,0,1,0,0,1,1,81
310865,36,0,1,0,0,0,1,0,1,2
310866,21,0,0,1,0,0,0,0,1,164
310867,17,0,1,0,0,0,0,0,1,211
310868,37,1,1,1,1,0,0,1,0,384
310869,37,0,1,1,1,1,1,0,1,2
310870,38,0,0,1,0,1,1,1,0,1249
310871,35,1,0,0,1,0,1,1,1,33
310875,18,1,1,0,0,0,0,0,1,39
310876,18,0,1,0,1,0,1,1,1,14
310877,74,0,1,0,0,0,0,0,0,603
310879,24,1,1,0,1,0,0,1,1,97
310880,22,1,1,0,0,0,0,1,1,443
310881,22,1,0,0,0,0,1,0,1,514
310882,24,1,0,1,0,0,0,0,1,48
310885,34,1,1,1,1,0,0,1,1,18
310886,44,1,1,1,0,0,0,0,1,132
310887,37,1,0,1,1,0,0,1,1,249
310889,45,1,1,0,0,0,1,0,1,16
310891,28,1,1,1,1,0,0,1,1,345
310892,20,0,1,0,1,0,1,0,1,361
310893,20,0,0,1,0,0,0,0,1,28
310894,30,1,1,1,1,0,1,1,1,104
310896,22,0,1,0,0,1,1,0,1,407
310897,25,1,0,0,1,0,1,1,1,198
310899,59,0,0,1,1,0,0,1,1,503
310901,44,0,0,0,0,0,0,1,1,365
310906,18,0,1,1,0,0,0,1,1,246
310909,50,0,0,0,1,0,1,1,1,206
310912,28,0,1,1,1,0,0,1,1,217
310915,19,1,0,0,1,0,0,1,1,201
310916,25,0,0,1,0,0,0,0,0,465
310917,18,0,0,0,0,0,1,0,1,525
310918,26,0,0,1,0,0,0,1,0,685
310919,36,1,0,1,0,1,0,0,1,263
310922,17,0,1,1,1,1,0,1,1,141
310923,35,0,1,0,0,0,1,1,0,503
310924,28,1,0,1,1,1,0,1,0,587
310925,37,1,0,1,1,0,0,1,0,535
310926,22,1,1,0,1,1,1,1,1,256
310927,23,0,1,0,0,0,0,0,1,54
310929,20,1,1,0,0,0,1,1,1,20
310931,26,0,1,1,1,0,1,1,1,76
310932,33,0,0,0,0,0,1,1,1,93
310935,24,0,0,1,0,0,0,1,1,456
310936,31,1,1,1,1,0,1,0,1,269
310937,17,1,1,0,0,0,0,0,1,94
310938,25,1,1,1,1,1,0,1,1,228
310939,18,0,1,1,0,1,1,1,1,224
310942,22,0,0,0,1,0,1,1,1,406
310943,26,0,1,0,0,0,1,0,1,19
310949,34,1,1,1,0,0,0,0,1,121
310950,21,0,1,0,1,0,1,1,1,224
310951,35,0,0,1,0,0,0,0,1,328
310953,29,1,1,1,1,1,0,1,1,63
310954,33,1,1,1,1,1,0,1,0,611
310955,30,0,1,0,0,0,1,0,1,26
310958,29,1,0,0,1,0,1,1,1,150
310959,17,0,1,0,0,0,1,0,1,605
310961,23,0,1,1,0,0,0,0,1,176
310963,44,0,0,0,1,0,1,1,1,6
310964,49,1,1,0,0,0,0,1,1,13
310965,21,1,0,1,0,0,1,1,1,479
310966,27,0,1,1,1,1,0,1,0,599
310970,20,1,0,0,0,0,1,0,1,137
310971,42,0,1,1,1,0,0,1,1,691
310972,23,0,1,1,0,0,0,0,1,288
310977,21,1,1,0,0,0,1,1,1,87
310979,56,0,0,0,1,0,0,1,0,636
310981,20,1,0,0,1,0,0,1,1,414
310982,33,1,0,1,0,0,0,1,1,287
310984,41,0,1,0,1,0,1,1,1,257
310985,46,0,1,0,0,0,1,0,1,31
310986,22,1,1,1,0,1,0,0,0,622
310988,25,1,0,1,0,1,1,1,1,1
310989,23,1,1,0,0,0,1,0,1,554
310991,20,0,1,1,1,1,0,1,1,2
310992,26,1,0,1,0,0,1,1,0,714
310993,46,0,1,0,1,0,1,1,0,523
310997,32,0,0,1,0,1,0,0,0,433
310998,18,0,0,0,0,0,1,0,1,569
311000,19,0,1,0,0,0,0,0,0,470
311001,33,1,1,0,0,0,1,0,1,45
311002,18,1,1,0,1,0,0,1,1,287
311004,26,1,1,1,1,0,0,1,1,15
311005,20,1,1,0,0,0,0,0,1,292
311007,30,1,1,0,0,0,1,1,0,984
311008,38,1,0,0,0,0,1,1,1,122
311011,27,0,0,1,0,0,0,0,1,53
311014,25,0,1,1,1,1,0,1,0,626
311016,32,1,0,1,1,0,0,1,1,130
311017,32,1,0,1,0,0,0,0,1,21
311020,34,0,0,1,0,1,1,0,1,10
311022,19,0,1,1,1,0,0,1,1,5
311023,40,1,1,1,1,1,1,1,1,20
311026,18,1,1,0,0,0,0,1,1,287
311027,20,1,0,1,1,0,0,1,0,627
311028,17,0,1,0,1,1,1,1,1,27
311029,27,1,1,0,0,0,1,1,1,209
311036,38,0,0,0,1,0,1,0,1,429
311039,28,1,0,1,1,0,0,1,1,320
311040,29,1,1,0,0,0,1,0,0,618
311043,36,1,1,1,1,0,0,1,1,130
311044,20,0,1,0,1,0,0,1,1,265
311045,25,1,1,1,1,0,0,1,1,144
311047,23,0,0,0,0,0,1,1,1,273
311048,30,1,1,0,0,0,0,0,1,256
311050,23,1,0,0,0,0,1,0,1,577
311051,31,0,1,0,0,0,0,1,0,638
311052,41,1,1,1,0,0,1,1,0,467
311053,30,0,0,0,0,0,1,1,1,178
311054,34,0,1,0,0,0,0,1,1,209
311056,30,1,0,0,0,0,0,1,0,1447
311060,19,1,0,0,0,0,1,1,1,118
311061,51,1,1,1,0,0,0,0,1,304
311062,48,1,1,0,1,0,0,1,1,252
311063,21,1,1,1,0,1,0,1,1,48
311065,35,1,1,0,0,0,1,1,1,516
311066,18,1,0,0,0,0,0,0,1,461
311067,19,1,1,0,0,1,1,1,1,66
311068,34,1,1,0,1,0,1,1,1,197
311071,32,0,1,0,0,1,0,1,0,638
311073,29,1,1,1,0,1,0,0,1,724
311075,26,0,0,0,1,0,1,1,1,190
311076,42,1,0,0,0,0,1,1,1,122
311077,25,0,1,1,0,0,0,1,0,588
311079,32,1,1,1,1,1,0,1,1,527
311085,37,1,0,1,1,0,0,1,0,614
311087,32,1,1,1,1,0,0,1,1,47
311088,23,0,0,0,1,0,0,1,1,354
311089,26,1,1,1,0,0,1,0,1,19
311091,20,0,1,0,1,0,0,1,1,564
311096,28,0,1,0,0,0,0,0,0,634
311100,20,1,0,0,1,0,0,1,1,113
311102,33,0,1,0,1,0,1,0,1,244
311103,59,1,1,0,1,0,0,1,1,25
311107,47,0,1,1,0,1,1,1,0,1400
311108,21,0,1,0,0,0,1,1,1,240
311110,53,1,0,1,1,0,0,1,1,106
311112,30,1,1,1,1,0,0,1,1,55
311113,54,0,1,0,0,0,0,1,1,47
311114,21,0,1,0,0,0,0,0,1,526
311115,20,0,0,0,0,0,0,1,0,587
311116,21,1,0,0,0,0,1,0,1,211
311117,28,1,1,0,1,1,1,1,1,4
311121,23,1,0,1,1,0,0,1,1,80
311122,36,0,1,1,0,1,0,1,1,129
311124,19,0,1,1,0,1,0,0,1,440
311129,24,1,1,1,1,1,0,1,1,87
311130,34,1,1,1,1,1,1,1,1,17
311135,31,1,1,1,1,1,1,1,1,191
311137,44,0,1,0,1,0,1,1,1,5
311138,44,1,1,1,0,0,0,1,1,92
311139,31,1,0,1,0,0,0,0,1,309
311141,24,0,1,0,1,0,1,1,1,4
311142,19,1,0,1,1,0,0,0,1,215
311144,19,1,1,0,1,0,1,1,1,21
311146,54,1,0,0,1,0,0,1,1,509
311148,22,1,1,1,1,0,0,1,1,19
311149,51,1,1,1,0,0,0,1,1,11
311155,18,0,1,1,0,0,0,0,0,971
311160,24,1,1,0,1,0,1,1,1,54
311162,18,0,0,0,1,0,1,1,1,490
311164,33,1,0,1,0,0,0,1,1,3
311169,26,0,1,0,0,0,0,1,1,367
311170,32,0,0,1,0,0,0,1,0,765
311174,18,0,0,1,0,0,0,1,0,906
311175,34,1,1,0,0,0,1,0,1,14
311176,29,1,0,1,0,0,0,0,0,1234
311177,21,1,1,0,1,0,0,0,1,619
311179,24,1,0,1,1,1,0,1,0,584
311180,42,0,0,1,0,0,0,0,0,596
311181,21,0,1,0,1,0,1,0,1,11
311182,21,1,1,0,1,0,1,1,1,430
311186,27,0,0,0,1,0,0,1,1,6
311188,44,1,1,1,0,1,0,0,0,628
311189,30,0,0,0,0,0,0,1,1,808
311191,18,1,1,0,1,1,0,1,1,14
311193,28,0,0,0,0,0,1,1,1,245
311195,21,1,0,0,1,0,0,1,1,50
311202,67,1,1,1,0,1,0,0,1,17
311203,26,0,0,0,1,0,1,1,0,695
311204,32,0,1,1,1,0,0,1,0,1246
311207,28,1,1,1,0,0,0,0,1,179
311209,35,1,1,1,0,0,0,0,1,6
311210,42,1,1,1,0,1,1,0,0,392
311211,20,1,1,0,0,0,1,0,1,55
311214,19,1,1,0,1,0,1,1,1,319
311216,22,1,1,0,1,0,1,1,1,38
311217,21,1,1,1,1,0,0,1,1,199
311220,22,1,1,0,0,0,1,0,1,13
311224,27,0,1,1,1,1,1,1,0,615
311225,71,1,1,0,1,0,1,0,1,100
311226,29,0,1,0,1,0,1,1,1,356
311230,19,1,1,1,1,0,0,1,1,130
311233,26,0,1,0,1,1,1,1,1,32
311234,20,1,1,1,1,0,0,0,1,54
311236,20,0,1,0,1,0,1,0,1,52
311237,38,1,0,1,1,0,1,1,1,412
311239,20,1,0,0,0,0,0,0,1,123
311240,38,1,0,1,1,0,0,1,0,565
311241,21,0,1,0,0,0,0,0,1,345
311242,28,0,1,1,0,1,1,0,1,151
311243,41,0,1,1,1,0,0,1,1,4
311244,27,0,0,0,0,0,1,1,1,8
311245,23,0,1,0,1,0,1,1,1,106
311246,24,1,1,1,1,0,0,1,0,972
311248,27,0,1,1,1,0,0,1,0,705
311249,70,0,1,0,0,1,1,0,1,18
311251,21,0,1,1,0,1,0,1,1,376
311255,21,0,0,1,1,0,0,0,1,292
311258,38,0,1,1,1,0,0,1,1,6
311260,19,1,1,0,0,0,1,1,1,106
311261,33,0,1,1,0,0,0,0,1,173
311265,38,0,0,1,1,0,0,1,0,560
311266,40,0,1,1,0,0,0,1,1,409
311267,22,0,1,0,0,0,1,1,1,146
311272,34,0,0,1,0,0,0,0,1,5
311275,27,0,1,1,1,0,0,0,1,40
311276,26,1,0,1,1,0,0,1,1,451
311278,46,1,0,0,1,0,0,0,1,137
311280,24,1,0,0,0,0,0,0,1,20
311283,23,0,0,1,1,1,0,1,0,805
311286,21,1,0,1,1,0,0,0,0,1085
311287,22,0,1,1,0,0,0,0,0,763
311288,18,0,1,0,0,0,0,1,1,22
311289,27,1,1,1,1,0,1,1,1,491
311290,25,1,0,1,0,0,0,1,1,168
311292,39,1,1,1,0,1,1,1,1,399
311295,41,0,1,1,1,1,1,1,1,379
311296,23,0,1,1,0,1,1,1,1,2
311297,38,0,1,0,0,0,0,1,1,18
311301,39,0,1,1,0,0,1,0,1,48
311302,25,0,1,1,1,0,0,1,0,372
311304,22,1,1,0,0,0,1,0,1,206
311305,35,1,1,0,0,0,1,1,1,49
311306,20,0,0,0,0,0,1,1,1,3
311307,18,1,0,0,0,0,1,0,1,62
311308,33,0,1,1,1,0,0,1,1,271
311309,20,1,1,1,1,0,0,1,1,31
311311,33,0,0,0,1,1,1,1,1,184
311314,59,1,1,0,1,0,0,1,1,33
311316,33,1,0,1,0,0,1,0,0,503
311319,19,0,1,0,0,0,0,1,1,66
311323,26,1,1,1,0,0,0,1,1,488
